SOLUTION|PROFIT|REVENUE|TIME|DISTANCE|ITERATION
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 48
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 49
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 50
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 51
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 52
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 53
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 54
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 55
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 56
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 57
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 58
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 59
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 60
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 61
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 62
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 63
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 64
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 65
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 66
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 35[0], 20[0], 2[1], 21[1], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1101.175744 | 6415.000000 | 1196.807265 | 16.124515 | 67
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 68
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 69
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 70
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 71
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 72
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 73
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 74
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 75
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 76
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 77
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 78
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 79
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 80
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 81
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 82
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 83
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 84
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 85
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 86
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 87
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 88
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 89
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 90
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 91
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 92
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 93
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 94
1, 25[0], 6[0], 48[0], 26[0], 23[0], 24[0], 18[0], 13[0], 42[0], 41[0], 44[0], 17[0], 39[0], 46[0], 33[0], 45[0], 47[0], 40[0], 19[1], 37[0], 4[1], 15[0], 14[0], 43[0], 7[0], 8[0], 22[1], 12[0], 11[0], 29[0], 50[1], 31[0], 28[0], 3[1], 51[1], 16[0], 21[1], 2[1], 20[0], 35[0], 36[0], 9[0], 49[0], 30[1], 10[0], 38[0], 34[1], 32[1], 5[1], 27[1], 1| 1272.810832 | 6415.000000 | 1158.150713 | 16.124515 | 95
